step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,16,0,0,0,16,0,0.0,0.0,13.522125038509293,0,0.0,0.9687439062759389,0,0.0,0.9708598957403953,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9692185384397558,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9685239656465787,0,0.0,0.9718376507730204,0,0.0,0.9684525780552669,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9669038591201253,0,0.0,1.0,0,0.0
10.0,32,0,0,0,32,0,0.0,0.0,13.404974488909781,0,0.0,0.9672769735476504,0,0.0,0.983872521389096,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9801886495987387,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9839742578617863,0,0.0,0.9832362989021768,0,0.0,0.9814550207638609,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9836733654779207,0,0.0,1.0,0,0.0
15.0,40,0,1,0,40,0,2.0,0.05,11.206782427312827,0,0.0,0.7734469238731009,1,2.0,0.68581196026475,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9219572270826341,0,0.0,0.8915933349387597,0,0.0,1.0,0,0.0,1.0,0,0.0,0.6553716411000783,0,0.0,0.755694195999408,0,0.0,0.9482847530064155,0,0.0,0.9771631192506147,0,0.0,1.0,0,0.0,0.9517582383924404,0,0.0,0.9311471198115574,0,0.0,0.9616416285641908,1,2.0
20.0,56,0,8,0,56,0,30.0,0.5357142857142857,10.421714065763089,2,6.0,0.6902907282951719,3,12.0,0.6494509981690941,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9411008493314349,0,0.0,0.973303754986385,0,0.0,1.0,0,0.0,1.0,2,7.0,0.5300020962026191,1,5.0,0.6505962106631908,0,0.0,0.9481593505014361,0,0.0,0.9539069063316213,0,0.0,1.0,0,0.0,0.8899671815193831,0,0.0,0.927587592837301,0,0.0,0.9443707813450487,8,30.0
25.0,72,0,1,0,72,0,1.0,0.013888888888888888,9.323144127235972,0,4.0,0.669299555949019,0,4.0,0.5938684502239726,0,0.0,1.0,0,0.0,0.7693106886154516,0,0.0,0.974500906220631,0,0.0,0.7942524728671448,0,0.0,1.0,0,0.0,1.0,0,3.0,0.5507940788954303,0,1.0,0.6861598816113702,0,4.0,0.7453884046801799,0,4.0,0.6497630788757688,0,4.0,0.4136598882189332,0,3.0,0.430676320893991,1,1.0,0.6435454153636818,0,0.0,0.9053548483173084,1,28.0
30.0,80,0,10,0,80,0,35.0,0.4375,10.204804198518081,2,9.0,0.6386954455616226,2,4.0,0.5494973539372207,0,0.0,0.9022624427493143,0,0.0,0.9858146997282443,0,0.0,0.9760333613230198,2,7.0,0.6057292881554681,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8956059225595798,0,0.0,0.9747655180170595,1,7.0,0.7247182710089799,0,4.0,0.90042808799996,0,4.0,0.8030723502918545,0,3.0,0.8695477918107529,3,12.0,0.45597829633810516,0,0.0,1.0,10,50.0
35.0,96,0,16,0,96,0,97.0,1.0104166666666667,9.560288792806228,4,28.0,0.5829500883761214,3,19.0,0.5404486706018404,0,0.0,0.8984625835098012,0,0.0,1.0,0,0.0,0.7875396472540592,0,1.0,0.6975989662171448,0,4.0,0.3879627828741943,0,0.0,0.9322810123671015,0,0.0,0.957052301603827,1,1.0,0.7446475999753537,3,18.0,0.6351381110282244,0,4.0,0.8711595550589146,0,5.0,0.9019641541177575,0,0.0,0.8020068477110235,5,33.0,0.32973091920978614,0,0.0,1.0,16,113.0
40.0,112,0,20,0,112,0,142.0,1.2678571428571428,7.648478685598978,6,54.0,0.5082878653101663,3,34.0,0.5551732898618394,0,0.0,0.12007766576524322,0,0.0,1.0,2,3.0,0.6121681231653625,0,0.0,0.8782196380243432,0,4.0,0.9085668327650493,0,0.0,0.9789418600740717,1,2.0,0.7696481528180527,1,6.0,0.5104593506823506,5,40.0,0.5099315937604151,0,0.0,0.7346626844095057,1,7.0,0.5045622905999404,0,0.0,0.1184937728024068,1,26.0,0.5689374366853245,0,4.0,0.5128954399723293,20,180.0
45.0,120,0,16,0,120,0,117.0,0.975,7.692887050586506,8,90.0,0.3595975884176571,1,14.0,0.5723604226703771,3,16.0,0.17055399430942592,0,4.0,0.4092623925487993,0,0.0,0.7231407766954469,0,2.0,0.4014279513857811,0,4.0,0.9010708302915843,0,0.0,1.0,2,12.0,0.4363143281864971,0,1.0,0.6861835585117145,1,36.0,0.5297755175445833,0,4.0,0.708206579812451,1,8.0,0.19747044873273822,0,10.0,0.36415466501312627,0,1.0,0.7772550370865722,0,4.0,0.8648243556099963,16,206.0
50.0,136,0,28,0,136,0,207.0,1.5220588235294117,8.74030409295298,10,137.0,0.34934950635518924,2,8.0,0.47380811074326257,3,31.0,0.5561741981208522,0,4.0,0.8071418916663592,0,0.0,0.8948115978079197,1,7.0,0.7180612399754138,2,6.0,0.2762409244441572,0,0.0,1.0,0,9.0,0.6420007094336692,0,0.0,0.9403133329475366,3,10.0,0.5748561844550736,0,4.0,0.8809081779029724,3,11.0,0.20884768958969438,0,4.0,0.8564950883750598,4,11.0,0.6243654499472399,0,4.0,0.8956940624101779,28,246.0
