step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,16,0,0,0,16,0,0.0,0.0,13.60255756200917,0,0.0,0.9498916396558412,0,0.0,0.9528335104264289,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9536501643046751,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.947527053501686,0,0.0,0.9563594189060034,0,0.0,0.9529182608938787,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9482231704568642,0,0.0,1.0,0,0.0
10.0,32,0,0,0,32,0,0.0,0.0,13.375653361610414,0,0.0,0.8985969596584275,0,0.0,0.9736870802074017,0,0.0,1.0,0,0.0,1.0,0,0.0,0.929321477632648,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9694352981997774,0,0.0,0.9752286985774986,0,0.0,0.9724388694213133,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9700280792237543,0,0.0,1.0,0,0.0
15.0,40,0,3,0,40,0,3.0,0.075,10.956399603534749,1,1.0,0.7670597855230136,1,2.0,0.5592633360337891,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9504028823645054,0,0.0,0.724692298070525,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9261661165435952,1,1.0,0.5752882271416336,0,0.0,0.9532459126448097,0,0.0,0.974587542794842,0,0.0,0.9563884548938392,0,0.0,1.0,0,0.0,0.9499574598451912,0,0.0,0.7127942305841175,3,4.0
20.0,56,0,10,0,56,0,37.0,0.6607142857142857,10.417765747501532,3,12.0,0.6413853069558776,3,12.0,0.6542722855068012,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9254144092669346,0,0.0,0.9496348739858447,0,0.0,1.0,0,0.0,1.0,1,2.0,0.6099434707092506,3,12.0,0.5160574844239845,0,0.0,0.9466345144326666,0,0.0,0.9623822338263319,0,0.0,0.9626681874305656,0,0.0,1.0,0,0.0,0.9409502658580529,0,0.0,0.9628409823561815,10,38.0
25.0,72,0,1,0,72,0,2.0,0.027777777777777776,9.468702047578306,0,4.0,0.6277357825981184,0,7.0,0.6740678423467936,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8161036601531786,0,0.0,0.716203669333619,0,0.0,1.0,0,0.0,1.0,0,0.0,0.6985859627861406,0,4.0,0.6162118578547942,0,2.0,0.7328757624340086,0,2.0,0.6509297806704482,1,4.0,0.3409996214904467,0,2.0,0.4004776130979356,0,0.0,0.9814076281939385,0,0.0,0.9356131588325822,1,25.0
30.0,80,0,8,0,80,0,29.0,0.3625,9.711178566252709,1,4.0,0.7058696006387948,1,4.0,0.6567615028470668,0,2.0,0.7699730619100738,0,0.0,1.0,1,5.0,0.6314737071703259,2,7.0,0.31891390879116266,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9693218473897532,0,0.0,0.8654717500827748,1,8.0,0.6399566142276969,2,10.0,0.5424950372402735,0,2.0,0.8919883832039985,0,4.0,0.8149059480607259,0,0.0,0.6152752103774195,0,0.0,0.9396856062920868,8,46.0
35.0,96,0,3,0,96,0,11.0,0.11458333333333333,9.213482539012313,0,1.0,0.5908847070383222,1,8.0,0.5938107317405018,0,2.0,0.9384242883852354,0,0.0,1.0,0,1.0,0.6101092614116373,0,5.0,0.38993936824623776,0,4.0,0.4062180412123398,0,0.0,1.0,0,2.0,0.6256527600759804,0,0.0,0.558592444559879,0,6.0,0.7749086519147071,0,9.0,0.7101959941495309,0,4.0,0.850402897667081,0,2.0,0.94230918338698,2,8.0,0.463189047578993,0,0.0,0.9036732327039418,3,52.0
40.0,112,0,20,0,112,0,68.0,0.6071428571428571,8.624740803298804,3,9.0,0.6387541392621874,2,13.0,0.6413254828402158,0,2.0,0.8434801612018669,0,0.0,0.9299047822329406,0,0.0,0.970845070956919,0,4.0,0.8717103850692505,0,4.0,0.9508662831657184,0,0.0,1.0,2,8.0,0.6829622622213158,3,13.0,0.4665448411472321,2,7.0,0.4580667580354783,1,9.0,0.5176828207331227,1,7.0,0.47808061575067773,0,0.0,0.9388666432532322,5,25.0,0.3463389959776917,1,1.0,0.006606049365211821,20,102.0
45.0,120,0,13,0,120,0,45.0,0.375,8.306514380502305,0,9.0,0.6450574885437984,0,9.0,0.7137128856341584,0,0.0,0.15412206458306008,0,0.0,0.9475287269934612,0,0.0,0.9672344010276224,0,4.0,0.9151547318663752,0,4.0,0.8240449430876119,0,0.0,1.0,0,4.0,0.7361344490739948,0,9.0,0.5237775242649441,0,12.0,0.36424934147176313,6,32.0,0.43551605873064575,6,30.0,0.3890670483315141,0,4.0,0.4586654007323492,0,17.0,0.5032038387863663,1,10.0,0.2719728277412363,13,144.0
50.0,136,0,23,0,136,0,88.0,0.6470588235294118,8.579805160990206,2,7.0,0.6519152871346305,2,7.0,0.4320701349909481,2,11.0,0.2701307356304373,1,1.0,0.7332967081861591,0,0.0,0.9571796736351378,1,5.0,0.5693303128707071,2,8.0,0.23900952494159045,0,0.0,0.9634809166576017,2,5.0,0.5372121234022532,0,0.0,0.8980189671288393,3,14.0,0.6674594169654297,6,58.0,0.5080387352337772,2,34.0,0.49882298180299417,0,4.0,0.8615945252948851,0,4.0,0.7741843072673426,0,4.0,0.8301538152275584,23,162.0
