step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,16,0,0,0,16,0,0.0,0.0,12.784298548572885,0,0.0,0.9197677940872167,0,0.0,0.9168037168670298,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9152861802978686,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9195859953108997,0,0.0,0.9263688370849656,0,0.0,0.9279706525526843,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9202877721820257,0,0.0,1.0,0,0.0
10.0,32,0,0,0,32,0,0.0,0.0,13.45419235676663,0,0.0,0.9707199001127713,0,0.0,0.976641245290081,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9751760066809105,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9698592748208141,0,0.0,0.976264042176655,0,0.0,0.9555311852745608,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9777105476752402,0,0.0,1.0,0,0.0
15.0,40,0,0,0,40,0,0.0,0.0,11.495024236378969,0,0.0,0.9171809485438754,0,0.0,0.7308199300629693,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7341200572527659,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9129547968985476,0,0.0,0.5998300178138646,0,0.0,0.9309036843716645,0,0.0,0.7720877425679249,0,0.0,0.9294233552965272,0,0.0,1.0,0,0.0,0.9206502653828376,0,0.0,0.9400234968099581,0,0.0
20.0,56,0,8,0,56,0,20.0,0.35714285714285715,10.702639026651854,0,0.0,0.7540101729160488,3,6.0,0.67207039914153,0,0.0,1.0,0,0.0,1.0,2,6.0,0.5195607188380106,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9552918688995256,3,8.0,0.5316792271138823,0,0.0,0.8930771082043865,0,0.0,0.9753026445120777,0,0.0,0.9543003368407605,0,0.0,1.0,0,0.0,0.9310963444409399,0,0.0,0.9575695654676256,8,20.0
25.0,72,0,9,0,72,0,35.0,0.4861111111111111,9.900068960522901,3,11.0,0.6357645405298373,0,4.0,0.7091078581880295,0,0.0,1.0,0,0.0,1.0,5,22.0,0.3700365306171833,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9783029529221867,0,4.0,0.6188592536826688,1,2.0,0.7652759232521757,0,2.0,0.6383052260543488,0,0.0,0.9307863327567502,0,2.0,0.3836344073103751,0,0.0,0.9660789111686278,0,0.0,0.8875931864306845,9,47.0
30.0,80,0,5,0,80,0,14.0,0.175,9.367065608793924,0,5.0,0.5912547439900172,1,3.0,0.6607597960625193,0,0.0,0.9179915185407164,0,0.0,1.0,0,20.0,0.39025238127742473,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9724889477228872,0,0.0,0.9519916705198543,1,4.0,0.6591129521286619,2,12.0,0.5625694002124291,0,0.0,0.9259561588286968,0,4.0,0.8271005995177803,0,0.0,0.6806994680040049,1,1.0,0.6375851172751847,5,49.0
35.0,96,0,17,0,96,0,62.0,0.6458333333333334,8.62879160007873,1,4.0,0.6745844363731499,2,4.0,0.45365427113105694,0,0.0,0.921916916281183,0,0.0,1.0,0,0.0,0.6950434368667872,0,4.0,0.7991301154089445,0,0.0,1.0,0,0.0,1.0,0,1.0,0.7791523210552562,2,2.0,0.5336352063846423,2,14.0,0.6317976723014505,5,32.0,0.5064988174843451,1,1.0,0.6468104132905298,0,4.0,0.8803435412999318,3,10.0,0.4860561252859035,1,6.0,0.11733131725261714,17,82.0
40.0,112,0,20,0,112,0,94.0,0.8392857142857143,7.5855842749061395,0,2.0,0.7410300004002491,3,19.0,0.44199632680715356,1,2.0,0.006892003954584387,0,0.0,1.0,0,0.0,0.974359340426029,0,4.0,0.8905669062458967,0,0.0,0.9361556543175265,0,0.0,1.0,1,5.0,0.7436156946184252,3,15.0,0.49632954901814214,4,29.0,0.5997382139626313,1,25.0,0.216491123836685,3,16.0,0.18124214056909885,1,6.0,0.16882232309089584,0,10.0,0.6512149128008989,3,21.0,0.1710106019503979,20,154.0
45.0,120,0,24,0,120,0,112.0,0.9333333333333333,7.733157027438178,1,4.0,0.6683108226649264,0,14.0,0.6661378993811279,2,20.0,0.2482759744521752,0,0.0,1.0,0,0.0,0.9440349681293935,0,0.0,0.8690753103170308,0,0.0,0.9772699858382357,0,0.0,1.0,3,17.0,0.7025489000537932,5,36.0,0.3486250615838514,0,21.0,0.39719501846496563,6,31.0,0.14512519762045029,0,17.0,0.5263668867639337,6,28.0,0.0005015004962743462,1,3.0,0.7120639966516374,0,12.0,0.7690012927970263,24,203.0
50.0,136,0,24,0,136,0,159.0,1.1691176470588236,8.913930965531062,0,0.0,0.6953589045755417,0,3.0,0.8537160108036456,0,8.0,0.8529153593623353,0,4.0,0.3993815611926058,0,0.0,0.9722797937393013,0,0.0,0.9234578348861978,0,0.0,0.861872329206213,0,0.0,1.0,5,33.0,0.4175844831816976,0,25.0,0.5800825269233806,6,18.0,0.3084098561869876,6,63.0,0.5583760388836652,0,4.0,0.8645034130149961,6,60.0,0.056205629280144595,1,8.0,0.7147513294289615,0,4.0,0.9328690779856641,24,230.0
55.0,152,0,18,0,152,0,125.0,0.8223684210526315,8.932048020071798,2,6.0,0.6941106413215493,1,2.0,0.6562124751186136,0,8.0,0.8896201816771317,0,4.0,0.9741161570795804,0,0.0,0.9444810694761734,0,0.0,0.9443909989897823,0,0.0,0.7421271501553691,0,0.0,1.0,1,24.0,0.4612275684028062,0,0.0,0.768985062021617,5,41.0,0.47163452568881287,0,52.0,0.6631099118310582,2,12.0,0.14756927966698438,6,92.0,0.4203706399253333,1,17.0,0.6648919963635276,0,4.0,0.7954016194301501,18,262.0
60.0,160,0,15,0,160,0,70.0,0.4375,8.354529944872919,1,3.0,0.6727369467404377,2,13.0,0.547250891210687,1,4.0,0.7104095364150337,0,6.0,0.7954930851486217,0,0.0,0.9468793159092096,0,0.0,0.5844480036410399,0,0.0,0.4858317255971322,0,0.0,1.0,1,6.0,0.7183066546703857,2,4.0,0.5965529101076317,4,40.0,0.5316064185291425,2,10.0,0.2827177359509346,0,11.0,0.6366610436602919,0,70.0,0.5033665714261505,1,22.0,0.7893436279429228,1,5.0,0.7131420705341611,15,194.0
65.0,174,0,26,2,176,0,127.0,0.7298850574712644,8.105421355739333,2,8.0,0.6722125847400071,4,28.0,0.5773110356443037,3,14.0,0.2154765841343686,0,4.0,0.8047585626215952,1,1.0,0.6498971663612805,2,7.0,0.4373357741423291,0,0.0,0.5954195706819456,0,2.0,0.8183078891555201,1,11.0,0.7889442499855851,4,21.0,0.4333835720779369,3,41.0,0.2708326321436818,1,12.0,0.157908726482942,0,6.0,0.8315334597976952,0,6.0,0.6119045748125435,1,27.0,0.7912505648476315,4,19.0,0.6464180580786038,26,207.0
70.0,190,0,35,2,192,0,145.0,0.7631578947368421,8.030091686809936,5,25.0,0.5583761344913099,1,19.0,0.658132372396714,1,13.0,0.12892568665058746,0,8.0,0.8625047498925084,2,11.0,0.5761107987596028,0,2.0,0.6437231510365536,3,11.0,0.3508528390545728,0,2.0,0.8689855324290378,1,2.0,0.5138752113463262,1,18.0,0.4321323744967588,8,44.0,0.3502803589818545,5,28.0,0.45719023821062665,2,10.0,0.5960689050837726,0,6.0,0.8056016128099933,0,2.0,0.7340548787189255,6,41.0,0.3737625734475356,35,242.0
75.0,193,0,35,7,200,0,120.0,0.6217616580310881,7.884878599198099,2,21.0,0.5271183953328389,2,8.0,0.5594186589209469,0,5.0,0.4693455607333946,1,9.0,0.636861866984932,4,24.0,0.5984881192967841,0,0.0,0.9152498717065598,6,36.0,0.4492005695054937,0,0.0,0.8501426196762857,3,10.0,0.5240994188739575,0,5.0,0.7613158813386031,4,55.0,0.33003517312054953,0,26.0,0.7526571643861889,7,30.0,0.37331159233673844,1,5.0,0.6885664947598525,2,7.0,0.5210454185606069,3,44.0,0.17584003887604283,35,285.0
80.0,204,0,38,12,216,0,152.0,0.7450980392156863,7.785179963549597,3,10.0,0.6706006133054978,6,26.0,0.39013450105400976,0,8.0,0.7144796920215502,6,27.0,0.38440809521361896,0,15.0,0.6267786277838492,0,2.0,0.808424621055841,0,34.0,0.4279810927006251,2,6.0,0.23515399717504853,5,29.0,0.3605194780220014,1,8.0,0.6829242498748186,5,36.0,0.5351253569258131,1,9.0,0.6278190065795236,5,45.0,0.100303714407767,1,10.0,0.7937527800289167,0,4.0,0.7658430804799162,3,28.0,0.5161821013557429,38,297.0
