step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,TL_stopped,TL_accumulated_waiting_time,TL_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
10.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
15.0,2,0,0,0,2,0,0.0,0.0,10.887063932742775,0,0.0,0.9317855750108957,0,0.0
20.0,2,0,0,0,2,0,0.0,0.0,11.547978811919172,0,0.0,0.9784702725366183,0,0.0
25.0,2,0,0,0,2,0,0.0,0.0,11.35671299727256,0,0.0,0.9615698859148958,0,0.0
30.0,3,0,0,0,3,0,0.0,0.0,11.861685165451496,0,0.0,0.9394356560303473,0,0.0
35.0,4,0,0,0,4,0,0.0,0.0,12.172264137846783,0,0.0,0.9316793162976791,0,0.0
40.0,5,0,0,0,5,0,0.0,0.0,12.847434175383134,0,0.0,0.9900378021072216,0,0.0
45.0,6,0,0,0,6,0,0.0,0.0,12.277046887630108,0,0.0,0.9828545640800818,0,0.0
50.0,6,0,0,0,6,0,0.0,0.0,12.322803906610524,0,0.0,0.9849013479858165,0,0.0
55.0,8,0,0,0,8,0,0.0,0.0,11.976763022158883,0,0.0,0.9408531866069471,0,0.0
60.0,10,0,0,0,10,0,0.0,0.0,12.213834623478265,0,0.0,0.9353878251432677,0,0.0
65.0,12,0,0,0,12,0,0.0,0.0,12.893571409819216,0,0.0,0.9682442388852266,0,0.0
70.0,12,0,0,0,12,0,0.0,0.0,12.711136293672046,0,0.0,0.9536267748673163,0,0.0
75.0,14,0,1,0,14,0,2.0,0.14285714285714285,12.016668715834864,1,2.0,0.8924323202259318,1,2.0
80.0,14,0,1,0,14,0,7.0,0.5,12.364586417408407,1,7.0,0.9176832521806441,1,7.0
85.0,16,0,1,0,16,0,12.0,0.75,11.99533269042775,1,12.0,0.8808248033775016,1,12.0
90.0,16,0,2,0,16,0,19.0,1.1875,11.495216487294668,2,19.0,0.8354888869397816,2,19.0
95.0,20,0,2,0,20,0,29.0,1.45,11.445434067526374,2,29.0,0.8327887364703922,2,29.0
100.0,24,0,2,0,24,0,39.0,1.625,11.748910414772082,2,39.0,0.8597939255536066,2,39.0
