step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,TL_stopped,TL_accumulated_waiting_time,TL_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
10.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
15.0,2,0,0,0,2,0,0.0,0.0,11.646587809897028,0,0.0,0.784942319103332,0,0.0
20.0,2,0,0,0,2,0,0.0,0.0,14.094572318162204,0,0.0,0.9435544377226108,0,0.0
25.0,2,0,0,0,2,0,0.0,0.0,14.746346411212123,0,0.0,0.9845008235913717,0,0.0
30.0,3,0,0,0,3,0,0.0,0.0,13.802931639038809,0,0.0,0.9160780120595247,0,0.0
35.0,4,0,0,0,4,0,0.0,0.0,13.961994870515221,0,0.0,0.9486405208301854,0,0.0
40.0,5,0,0,0,5,0,0.0,0.0,14.136725429520236,0,0.0,0.9693679433153466,0,0.0
45.0,6,0,0,0,6,0,0.0,0.0,13.838076310963865,0,0.0,0.9707337752397187,0,0.0
50.0,6,0,0,0,6,0,0.0,0.0,13.938268252596197,0,0.0,0.9782832450052569,0,0.0
55.0,8,0,0,0,8,0,0.0,0.0,12.989631899206483,0,0.0,0.9534574657956647,0,0.0
60.0,10,0,0,0,10,0,0.0,0.0,12.815077176747684,0,0.0,0.939993876809603,0,0.0
65.0,12,0,0,0,12,0,0.0,0.0,12.00703187163201,0,1.0,0.8854396767605873,0,1.0
70.0,12,0,0,0,12,0,0.0,0.0,11.541667300718336,0,0.0,0.8982694543397947,0,0.0
75.0,14,0,1,0,14,0,4.0,0.2857142857142857,11.887868882656878,1,4.0,0.8804255561122809,1,4.0
80.0,14,0,1,0,14,0,9.0,0.6428571428571429,11.429496666820446,1,9.0,0.8310292803953303,1,9.0
85.0,16,0,2,0,16,0,18.0,1.125,11.564500091622953,2,18.0,0.8207577921984153,2,18.0
90.0,16,0,2,0,16,0,28.0,1.75,11.827936857565263,2,28.0,0.8261057406609851,2,28.0
95.0,20,0,3,0,20,0,40.0,2.0,11.106846894361992,3,40.0,0.7654990351910061,3,40.0
100.0,24,0,3,0,24,0,55.0,2.2916666666666665,11.608447192779357,3,55.0,0.8060192017675157,3,55.0
