step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,TL_stopped,TL_accumulated_waiting_time,TL_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
10.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
15.0,2,0,0,0,2,0,0.0,0.0,11.33267864194088,0,0.0,0.8933973555220246,0,0.0
20.0,2,0,0,0,2,0,0.0,0.0,12.608011931050658,0,0.0,0.9848929646738617,0,0.0
25.0,2,0,0,0,2,0,0.0,0.0,12.50404805816719,0,0.0,0.9759060137227291,0,0.0
30.0,3,0,0,0,3,0,0.0,0.0,12.452786811152533,0,0.0,0.9304700058939602,0,0.0
35.0,4,0,0,0,4,0,0.0,0.0,12.755247046353826,0,0.0,0.9274383940002623,0,0.0
40.0,5,0,0,0,5,0,0.0,0.0,13.379421934861805,0,0.0,0.9748502210051024,0,0.0
45.0,6,0,0,0,6,0,0.0,0.0,13.400705352506384,0,0.0,0.9750023908129372,0,0.0
50.0,6,0,0,0,6,0,0.0,0.0,13.409212116150039,0,0.0,0.9748250467812559,0,0.0
55.0,8,0,0,0,8,0,0.0,0.0,12.953279203704684,0,0.0,0.9460484359320337,0,0.0
60.0,10,0,0,0,10,0,0.0,0.0,13.015705254319304,0,0.0,0.945851920871303,0,0.0
65.0,12,0,0,0,12,0,0.0,0.0,13.351539466082441,0,0.0,0.978407051428058,0,0.0
70.0,12,0,1,0,12,0,1.0,0.08333333333333333,12.337119638528714,1,1.0,0.907034671974552,1,1.0
75.0,14,0,1,0,14,0,6.0,0.42857142857142855,12.204001546457992,1,6.0,0.9120651299001842,1,6.0
80.0,14,0,1,0,14,0,11.0,0.7857142857142857,10.696885765068203,1,11.0,0.7962609053045423,1,11.0
85.0,16,0,3,0,16,0,25.0,1.5625,10.176403814711211,3,25.0,0.7606250963240674,3,25.0
90.0,16,0,4,0,16,0,42.0,2.625,9.671641304718708,4,42.0,0.7247679729412104,4,42.0
95.0,19,1,4,0,19,0,62.0,3.263157894736842,9.392354169489284,4,62.0,0.6972216146172785,4,62.0
100.0,24,0,6,0,24,0,88.0,3.6666666666666665,9.546707986026206,6,88.0,0.6962230400351984,6,88.0
