step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,TL_stopped,TL_accumulated_waiting_time,TL_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
10.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
15.0,2,0,0,0,2,0,0.0,0.0,10.934343153877933,0,0.0,0.97553249241022,0,0.0
20.0,2,0,0,0,2,0,0.0,0.0,10.941057502966657,0,0.0,0.9771243490974555,0,0.0
25.0,2,0,0,0,2,0,0.0,0.0,10.947938330505792,0,0.0,0.976758053947802,0,0.0
30.0,3,0,0,0,3,0,0.0,0.0,11.22865858912246,0,0.0,0.9815087213561279,0,0.0
35.0,4,0,0,0,4,0,0.0,0.0,11.18832339461028,0,0.0,0.9644677565143192,0,0.0
40.0,5,0,0,0,5,0,0.0,0.0,11.808329075223988,0,0.0,0.9760288470943792,0,0.0
45.0,6,0,0,0,6,0,0.0,0.0,11.889829483491026,0,0.0,0.935993527791167,0,0.0
50.0,6,0,0,0,6,0,0.0,0.0,12.48687898570063,0,0.0,0.9713096783071163,0,0.0
55.0,8,0,0,0,8,0,0.0,0.0,12.355657037681937,0,0.0,0.9566890016757543,0,0.0
60.0,10,0,0,0,10,0,0.0,0.0,12.523078116199873,0,0.0,0.9358188896795145,0,0.0
65.0,12,0,0,0,12,0,0.0,0.0,12.879989109948056,0,0.0,0.9537474199217496,0,0.0
70.0,12,0,0,0,12,0,0.0,0.0,13.310466316516814,0,0.0,0.9817380868849267,0,0.0
75.0,14,0,0,0,14,0,0.0,0.0,12.447518665280766,0,0.0,0.9250613495858804,0,0.0
80.0,14,0,1,0,14,0,4.0,0.2857142857142857,12.277940816571148,1,4.0,0.9094871938217548,1,4.0
85.0,16,0,1,0,16,0,9.0,0.5625,12.100364338047115,1,9.0,0.8978907482709263,1,9.0
90.0,16,0,1,0,16,0,14.0,0.875,11.966391538022,1,14.0,0.8742825322408043,1,14.0
95.0,20,0,3,0,20,0,25.0,1.25,10.760381760130866,3,25.0,0.7761984288771334,3,25.0
100.0,24,0,3,0,24,0,40.0,1.6666666666666667,11.083049954066647,3,40.0,0.7941156102999813,3,40.0
